2022-09-01 23:39:46,835 | INFO | Threshold level 0.01:
2022-09-01 23:46:41,555 | INFO | Best parameter set: {'ccp_alpha': 0.1, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 13}

2022-09-01 23:46:41,556 | INFO | Best MCC score: 0.502

2022-09-01 23:46:41,575 | INFO | Training Accuracy: 0.948, Training MCC: 0.908, Validation Accuracy: 0.867, Validation MCC: 0.564, Fold: 1
2022-09-01 23:46:41,591 | INFO | Training Accuracy: 0.948, Training MCC: 0.895, Validation Accuracy: 0.533, Validation MCC: 0.253, Fold: 2
2022-09-01 23:46:41,606 | INFO | Training Accuracy: 0.966, Training MCC: 0.930, Validation Accuracy: 0.467, Validation MCC: 0.000, Fold: 3
2022-09-01 23:46:41,621 | INFO | Training Accuracy: 0.966, Training MCC: 0.937, Validation Accuracy: 0.533, Validation MCC: 0.000, Fold: 4
2022-09-01 23:46:41,637 | INFO | Training Accuracy: 0.966, Training MCC: 0.933, Validation Accuracy: 0.667, Validation MCC: 0.435, Fold: 5
2022-09-01 23:46:41,638 | INFO | AVG Training Accuracy: 0.959, AVG Training MCC: 0.920, AVG Validation Accuracy: 0.613, AVG Validation MCC: 0.250

2022-09-01 23:46:41,647 | INFO | Threshold level 0.01:
2022-09-01 23:46:41,647 | INFO | ---------------------

2022-09-01 23:46:41,670 | INFO | Beginning analysis on SVC with RBF Kernel:
2022-09-01 23:46:41,670 | INFO | -----------------------

2022-09-01 23:46:41,684 | INFO | Selecting 28 principal components making up 85% of the variance.

2022-09-01 23:46:42,003 | INFO | Best parameter set: {'C': 100, 'break_ties': False, 'class_weight': None, 'gamma': 0.001}

2022-09-01 23:46:42,004 | INFO | Best MCC score: 0.465

2022-09-01 23:46:42,009 | INFO | Training Accuracy: 0.828, Training MCC: 0.696, Validation Accuracy: 0.933, Validation MCC: 0.796, Fold: 1
2022-09-01 23:46:42,013 | INFO | Training Accuracy: 0.862, Training MCC: 0.713, Validation Accuracy: 0.600, Validation MCC: 0.371, Fold: 2
2022-09-01 23:46:42,016 | INFO | Training Accuracy: 0.897, Training MCC: 0.786, Validation Accuracy: 0.600, Validation MCC: 0.420, Fold: 3
2022-09-01 23:46:42,020 | INFO | Training Accuracy: 0.879, Training MCC: 0.780, Validation Accuracy: 0.533, Validation MCC: 0.158, Fold: 4
2022-09-01 23:46:42,024 | INFO | Training Accuracy: 0.845, Training MCC: 0.688, Validation Accuracy: 0.800, Validation MCC: 0.653, Fold: 5
2022-09-01 23:46:42,025 | INFO | AVG Training Accuracy: 0.862, AVG Training MCC: 0.733, AVG Validation Accuracy: 0.693, AVG Validation MCC: 0.479

2022-09-01 23:46:42,030 | INFO | Beginning analysis on XGBoost Classifier:
2022-09-01 23:46:42,031 | INFO | -----------------------

2022-09-01 23:46:42,046 | INFO | Selecting 32 principal components making up 85% of the variance.

2022-09-01 23:49:34,740 | INFO | Best parameter set: {'alpha': 0.6000000000000001, 'gamma': 3, 'lambda': 1, 'max_depth': 2, 'n_estimators': 1, 'subsample': 1}

2022-09-01 23:49:34,740 | INFO | Best MCC score: 0.480

2022-09-01 23:49:34,771 | INFO | Training Accuracy: 0.759, Training MCC: 0.560, Validation Accuracy: 0.733, Validation MCC: 0.243, Fold: 1
2022-09-01 23:49:34,780 | INFO | Training Accuracy: 0.741, Training MCC: 0.406, Validation Accuracy: 0.400, Validation MCC: -0.253, Fold: 2
2022-09-01 23:49:34,789 | INFO | Training Accuracy: 0.810, Training MCC: 0.592, Validation Accuracy: 0.533, Validation MCC: 0.182, Fold: 3
2022-09-01 23:49:34,798 | INFO | Training Accuracy: 0.845, Training MCC: 0.711, Validation Accuracy: 0.667, Validation MCC: 0.144, Fold: 4
2022-09-01 23:49:34,806 | INFO | Training Accuracy: 0.793, Training MCC: 0.562, Validation Accuracy: 0.533, Validation MCC: 0.111, Fold: 5
2022-09-01 23:49:34,808 | INFO | AVG Training Accuracy: 0.790, AVG Training MCC: 0.566, AVG Validation Accuracy: 0.573, AVG Validation MCC: 0.086

2022-09-01 23:49:34,899 | INFO | Beginning analysis on Random Forest Classifier:
2022-09-01 23:49:34,900 | INFO | -----------------------

2022-09-01 23:49:34,916 | INFO | Selecting 30 principal components making up 85% of the variance.

2022-09-01 23:50:11,233 | INFO | Best parameter set: {'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 7, 'max_features': 0.3, 'n_estimators': 13}

2022-09-01 23:50:11,234 | INFO | Best MCC score: 0.459

2022-09-01 23:50:11,252 | INFO | Training Accuracy: 1.000, Training MCC: 1.000, Validation Accuracy: 0.733, Validation MCC: -0.087, Fold: 1
2022-09-01 23:50:11,266 | INFO | Training Accuracy: 1.000, Training MCC: 1.000, Validation Accuracy: 0.533, Validation MCC: 0.253, Fold: 2
2022-09-01 23:50:11,281 | INFO | Training Accuracy: 1.000, Training MCC: 1.000, Validation Accuracy: 0.467, Validation MCC: 0.000, Fold: 3
2022-09-01 23:50:11,295 | INFO | Training Accuracy: 0.983, Training MCC: 0.969, Validation Accuracy: 0.467, Validation MCC: -0.059, Fold: 4
2022-09-01 23:50:11,310 | INFO | Training Accuracy: 0.983, Training MCC: 0.966, Validation Accuracy: 0.600, Validation MCC: 0.251, Fold: 5
2022-09-01 23:50:11,311 | INFO | AVG Training Accuracy: 0.993, AVG Training MCC: 0.987, AVG Validation Accuracy: 0.560, AVG Validation MCC: 0.071

2022-09-01 23:50:11,318 | INFO | Threshold level 0.01:
2022-09-01 23:50:11,318 | INFO | ---------------------

2022-09-01 23:50:11,341 | INFO | Beginning analysis on SVC with RBF Kernel:
2022-09-01 23:50:11,341 | INFO | -----------------------

2022-09-01 23:50:11,354 | INFO | Selecting 34 principal components making up 90% of the variance.

2022-09-01 23:50:11,663 | INFO | Best parameter set: {'C': 10, 'break_ties': False, 'class_weight': None, 'gamma': 0.01}

2022-09-01 23:50:11,663 | INFO | Best MCC score: 0.450

2022-09-01 23:50:11,668 | INFO | Training Accuracy: 0.845, Training MCC: 0.726, Validation Accuracy: 0.933, Validation MCC: 0.796, Fold: 1
2022-09-01 23:50:11,671 | INFO | Training Accuracy: 0.862, Training MCC: 0.713, Validation Accuracy: 0.600, Validation MCC: 0.371, Fold: 2
2022-09-01 23:50:11,675 | INFO | Training Accuracy: 0.914, Training MCC: 0.823, Validation Accuracy: 0.600, Validation MCC: 0.420, Fold: 3
2022-09-01 23:50:11,679 | INFO | Training Accuracy: 0.879, Training MCC: 0.780, Validation Accuracy: 0.533, Validation MCC: 0.158, Fold: 4
2022-09-01 23:50:11,682 | INFO | Training Accuracy: 0.845, Training MCC: 0.688, Validation Accuracy: 0.800, Validation MCC: 0.668, Fold: 5
2022-09-01 23:50:11,683 | INFO | AVG Training Accuracy: 0.869, AVG Training MCC: 0.746, AVG Validation Accuracy: 0.693, AVG Validation MCC: 0.482

2022-09-01 23:50:11,689 | INFO | Beginning analysis on XGBoost Classifier:
2022-09-01 23:50:11,689 | INFO | -----------------------

2022-09-01 23:50:11,705 | INFO | Selecting 38 principal components making up 90% of the variance.

2022-09-01 23:53:15,583 | INFO | Best parameter set: {'alpha': 0.6000000000000001, 'gamma': 3, 'lambda': 1, 'max_depth': 2, 'n_estimators': 1, 'subsample': 1}

2022-09-01 23:53:15,583 | INFO | Best MCC score: 0.480

2022-09-01 23:53:15,613 | INFO | Training Accuracy: 0.759, Training MCC: 0.560, Validation Accuracy: 0.733, Validation MCC: 0.243, Fold: 1
2022-09-01 23:53:15,622 | INFO | Training Accuracy: 0.759, Training MCC: 0.459, Validation Accuracy: 0.400, Validation MCC: -0.253, Fold: 2
2022-09-01 23:53:15,630 | INFO | Training Accuracy: 0.810, Training MCC: 0.592, Validation Accuracy: 0.533, Validation MCC: 0.182, Fold: 3
2022-09-01 23:53:15,639 | INFO | Training Accuracy: 0.845, Training MCC: 0.711, Validation Accuracy: 0.667, Validation MCC: 0.144, Fold: 4
2022-09-01 23:53:15,648 | INFO | Training Accuracy: 0.776, Training MCC: 0.518, Validation Accuracy: 0.533, Validation MCC: 0.072, Fold: 5
2022-09-01 23:53:15,649 | INFO | AVG Training Accuracy: 0.790, AVG Training MCC: 0.568, AVG Validation Accuracy: 0.573, AVG Validation MCC: 0.078

2022-09-01 23:53:15,735 | INFO | Beginning analysis on Random Forest Classifier:
2022-09-01 23:53:15,736 | INFO | -----------------------

2022-09-01 23:53:15,751 | INFO | Selecting 36 principal components making up 90% of the variance.

2022-09-01 23:53:52,542 | INFO | Best parameter set: {'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 19}

2022-09-01 23:53:52,542 | INFO | Best MCC score: 0.409

2022-09-01 23:53:52,565 | INFO | Training Accuracy: 1.000, Training MCC: 1.000, Validation Accuracy: 0.667, Validation MCC: -0.127, Fold: 1
2022-09-01 23:53:52,584 | INFO | Training Accuracy: 0.983, Training MCC: 0.965, Validation Accuracy: 0.467, Validation MCC: 0.000, Fold: 2
2022-09-01 23:53:52,603 | INFO | Training Accuracy: 1.000, Training MCC: 1.000, Validation Accuracy: 0.467, Validation MCC: 0.000, Fold: 3
2022-09-01 23:53:52,621 | INFO | Training Accuracy: 1.000, Training MCC: 1.000, Validation Accuracy: 0.800, Validation MCC: 0.579, Fold: 4
2022-09-01 23:53:52,640 | INFO | Training Accuracy: 0.966, Training MCC: 0.933, Validation Accuracy: 0.600, Validation MCC: 0.296, Fold: 5
2022-09-01 23:53:52,642 | INFO | AVG Training Accuracy: 0.990, AVG Training MCC: 0.980, AVG Validation Accuracy: 0.600, AVG Validation MCC: 0.149

2022-09-01 23:53:52,648 | INFO | Threshold level 0.01:
2022-09-01 23:53:52,648 | INFO | ---------------------

2022-09-01 23:53:52,670 | INFO | Beginning analysis on SVC with RBF Kernel:
2022-09-01 23:53:52,670 | INFO | -----------------------

2022-09-01 23:53:52,683 | INFO | Selecting 43 principal components making up 95% of the variance.

2022-09-01 23:53:52,992 | INFO | Best parameter set: {'C': 10, 'break_ties': False, 'class_weight': None, 'gamma': 0.01}

2022-09-01 23:53:52,993 | INFO | Best MCC score: 0.483

2022-09-01 23:53:52,998 | INFO | Training Accuracy: 0.845, Training MCC: 0.716, Validation Accuracy: 0.933, Validation MCC: 0.796, Fold: 1
2022-09-01 23:53:53,002 | INFO | Training Accuracy: 0.879, Training MCC: 0.750, Validation Accuracy: 0.667, Validation MCC: 0.472, Fold: 2
2022-09-01 23:53:53,005 | INFO | Training Accuracy: 0.931, Training MCC: 0.859, Validation Accuracy: 0.600, Validation MCC: 0.420, Fold: 3
2022-09-01 23:53:53,009 | INFO | Training Accuracy: 0.914, Training MCC: 0.843, Validation Accuracy: 0.467, Validation MCC: -0.055, Fold: 4
2022-09-01 23:53:53,013 | INFO | Training Accuracy: 0.862, Training MCC: 0.723, Validation Accuracy: 0.800, Validation MCC: 0.668, Fold: 5
2022-09-01 23:53:53,014 | INFO | AVG Training Accuracy: 0.886, AVG Training MCC: 0.778, AVG Validation Accuracy: 0.693, AVG Validation MCC: 0.460

2022-09-01 23:53:53,019 | INFO | Beginning analysis on XGBoost Classifier:
2022-09-01 23:53:53,020 | INFO | -----------------------

2022-09-01 23:53:53,035 | INFO | Selecting 45 principal components making up 95% of the variance.

2022-09-01 23:57:06,824 | INFO | Best parameter set: {'alpha': 0.2, 'gamma': 2, 'lambda': 1, 'max_depth': 2, 'n_estimators': 6, 'subsample': 1}

2022-09-01 23:57:06,825 | INFO | Best MCC score: 0.450

2022-09-01 23:57:06,856 | INFO | Training Accuracy: 0.862, Training MCC: 0.748, Validation Accuracy: 0.600, Validation MCC: 0.115, Fold: 1
2022-09-01 23:57:06,867 | INFO | Training Accuracy: 0.845, Training MCC: 0.675, Validation Accuracy: 0.467, Validation MCC: 0.000, Fold: 2
2022-09-01 23:57:06,877 | INFO | Training Accuracy: 0.828, Training MCC: 0.633, Validation Accuracy: 0.400, Validation MCC: -0.162, Fold: 3
2022-09-01 23:57:06,888 | INFO | Training Accuracy: 0.914, Training MCC: 0.844, Validation Accuracy: 0.667, Validation MCC: 0.144, Fold: 4
2022-09-01 23:57:06,899 | INFO | Training Accuracy: 0.862, Training MCC: 0.722, Validation Accuracy: 0.600, Validation MCC: 0.246, Fold: 5
2022-09-01 23:57:06,900 | INFO | AVG Training Accuracy: 0.862, AVG Training MCC: 0.724, AVG Validation Accuracy: 0.547, AVG Validation MCC: 0.069

2022-09-01 23:57:07,026 | INFO | Beginning analysis on Random Forest Classifier:
2022-09-01 23:57:07,026 | INFO | -----------------------

2022-09-01 23:57:07,040 | INFO | Selecting 44 principal components making up 95% of the variance.

2022-09-01 23:57:44,583 | INFO | Best parameter set: {'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 19}

2022-09-01 23:57:44,584 | INFO | Best MCC score: 0.447

2022-09-01 23:57:44,606 | INFO | Training Accuracy: 1.000, Training MCC: 1.000, Validation Accuracy: 0.733, Validation MCC: 0.355, Fold: 1
2022-09-01 23:57:44,625 | INFO | Training Accuracy: 1.000, Training MCC: 1.000, Validation Accuracy: 0.533, Validation MCC: 0.185, Fold: 2
2022-09-01 23:57:44,643 | INFO | Training Accuracy: 1.000, Training MCC: 1.000, Validation Accuracy: 0.400, Validation MCC: -0.121, Fold: 3
2022-09-01 23:57:44,661 | INFO | Training Accuracy: 1.000, Training MCC: 1.000, Validation Accuracy: 0.733, Validation MCC: 0.255, Fold: 4
2022-09-01 23:57:44,679 | INFO | Training Accuracy: 1.000, Training MCC: 1.000, Validation Accuracy: 0.600, Validation MCC: 0.296, Fold: 5
2022-09-01 23:57:44,680 | INFO | AVG Training Accuracy: 1.000, AVG Training MCC: 1.000, AVG Validation Accuracy: 0.600, AVG Validation MCC: 0.194

2022-09-01 23:57:46,562 | INFO | Threshold level 0.10:
2022-09-01 23:57:46,562 | INFO | ---------------------

2022-09-01 23:57:46,586 | INFO | Beginning analysis on SVC with RBF Kernel:
2022-09-01 23:57:46,586 | INFO | -----------------------

2022-09-01 23:57:46,599 | INFO | Selecting 20 principal components making up 75% of the variance.

2022-09-01 23:57:48,737 | INFO | Best parameter set: {'C': 5, 'break_ties': False, 'class_weight': None, 'gamma': 0.01}

2022-09-01 23:57:48,738 | INFO | Best MCC score: 0.426

2022-09-01 23:57:48,744 | INFO | Training Accuracy: 0.741, Training MCC: 0.592, Validation Accuracy: 0.600, Validation MCC: 0.296, Fold: 1
2022-09-01 23:57:48,748 | INFO | Training Accuracy: 0.776, Training MCC: 0.636, Validation Accuracy: 0.600, Validation MCC: 0.285, Fold: 2
2022-09-01 23:57:48,752 | INFO | Training Accuracy: 0.707, Training MCC: 0.479, Validation Accuracy: 0.467, Validation MCC: 0.227, Fold: 3
2022-09-01 23:57:48,756 | INFO | Training Accuracy: 0.810, Training MCC: 0.680, Validation Accuracy: 0.467, Validation MCC: 0.042, Fold: 4
2022-09-01 23:57:48,761 | INFO | Training Accuracy: 0.741, Training MCC: 0.572, Validation Accuracy: 0.600, Validation MCC: 0.424, Fold: 5
2022-09-01 23:57:48,762 | INFO | AVG Training Accuracy: 0.755, AVG Training MCC: 0.592, AVG Validation Accuracy: 0.547, AVG Validation MCC: 0.255

2022-09-01 23:57:48,769 | INFO | Beginning analysis on XGBoost Classifier:
2022-09-01 23:57:48,769 | INFO | -----------------------

2022-09-01 23:57:48,802 | INFO | Selecting 22 principal components making up 75% of the variance.

2022-09-02 00:00:27,747 | INFO | Best parameter set: {'alpha': 1.0, 'gamma': 1, 'lambda': 1, 'max_depth': 3, 'n_estimators': 9, 'subsample': 0.5}

2022-09-02 00:00:27,748 | INFO | Best MCC score: 0.138

2022-09-02 00:00:27,779 | INFO | Training Accuracy: 0.759, Training MCC: 0.601, Validation Accuracy: 0.600, Validation MCC: 0.296, Fold: 1
2022-09-02 00:00:27,791 | INFO | Training Accuracy: 0.741, Training MCC: 0.560, Validation Accuracy: 0.467, Validation MCC: 0.000, Fold: 2
2022-09-02 00:00:27,802 | INFO | Training Accuracy: 0.776, Training MCC: 0.598, Validation Accuracy: 0.600, Validation MCC: 0.343, Fold: 3
2022-09-02 00:00:27,814 | INFO | Training Accuracy: 0.776, Training MCC: 0.611, Validation Accuracy: 0.333, Validation MCC: -0.300, Fold: 4
2022-09-02 00:00:27,825 | INFO | Training Accuracy: 0.672, Training MCC: 0.383, Validation Accuracy: 0.333, Validation MCC: -0.259, Fold: 5
2022-09-02 00:00:27,826 | INFO | AVG Training Accuracy: 0.745, AVG Training MCC: 0.551, AVG Validation Accuracy: 0.467, AVG Validation MCC: 0.016

2022-09-02 00:00:27,834 | INFO | Beginning analysis on Random Forest Classifier:
2022-09-02 00:00:27,834 | INFO | -----------------------

2022-09-02 00:00:27,850 | INFO | Selecting 22 principal components making up 75% of the variance.

2022-09-02 00:01:03,011 | INFO | Best parameter set: {'ccp_alpha': 0.2, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 1.0, 'n_estimators': 2}

2022-09-02 00:01:03,011 | INFO | Best MCC score: 0.355

2022-09-02 00:01:03,021 | INFO | Training Accuracy: 0.690, Training MCC: 0.502, Validation Accuracy: 0.667, Validation MCC: 0.470, Fold: 1
2022-09-02 00:01:03,026 | INFO | Training Accuracy: 0.776, Training MCC: 0.616, Validation Accuracy: 0.400, Validation MCC: -0.023, Fold: 2
2022-09-02 00:01:03,032 | INFO | Training Accuracy: 0.759, Training MCC: 0.587, Validation Accuracy: 0.467, Validation MCC: 0.086, Fold: 3
2022-09-02 00:01:03,037 | INFO | Training Accuracy: 0.776, Training MCC: 0.633, Validation Accuracy: 0.600, Validation MCC: 0.405, Fold: 4
2022-09-02 00:01:03,043 | INFO | Training Accuracy: 0.707, Training MCC: 0.461, Validation Accuracy: 0.467, Validation MCC: 0.121, Fold: 5
2022-09-02 00:01:03,044 | INFO | AVG Training Accuracy: 0.741, AVG Training MCC: 0.560, AVG Validation Accuracy: 0.520, AVG Validation MCC: 0.212

2022-09-02 00:01:03,046 | INFO | Threshold level 0.10:
2022-09-02 00:01:03,046 | INFO | ---------------------

2022-09-02 00:01:03,069 | INFO | Beginning analysis on SVC with RBF Kernel:
2022-09-02 00:01:03,069 | INFO | -----------------------

2022-09-02 00:01:03,082 | INFO | Selecting 23 principal components making up 80% of the variance.

2022-09-02 00:01:03,388 | INFO | Best parameter set: {'C': 10, 'break_ties': True, 'class_weight': None, 'gamma': 0.01}

2022-09-02 00:01:03,388 | INFO | Best MCC score: 0.443

2022-09-02 00:01:03,393 | INFO | Training Accuracy: 0.862, Training MCC: 0.766, Validation Accuracy: 0.667, Validation MCC: 0.390, Fold: 1
2022-09-02 00:01:03,397 | INFO | Training Accuracy: 0.793, Training MCC: 0.649, Validation Accuracy: 0.667, Validation MCC: 0.379, Fold: 2
2022-09-02 00:01:03,401 | INFO | Training Accuracy: 0.862, Training MCC: 0.766, Validation Accuracy: 0.533, Validation MCC: 0.198, Fold: 3
2022-09-02 00:01:03,405 | INFO | Training Accuracy: 0.879, Training MCC: 0.795, Validation Accuracy: 0.533, Validation MCC: 0.227, Fold: 4
2022-09-02 00:01:03,409 | INFO | Training Accuracy: 0.793, Training MCC: 0.641, Validation Accuracy: 0.600, Validation MCC: 0.424, Fold: 5
2022-09-02 00:01:03,410 | INFO | AVG Training Accuracy: 0.838, AVG Training MCC: 0.723, AVG Validation Accuracy: 0.600, AVG Validation MCC: 0.324

2022-09-02 00:01:03,415 | INFO | Beginning analysis on XGBoost Classifier:
2022-09-02 00:01:03,415 | INFO | -----------------------

2022-09-02 00:01:03,431 | INFO | Selecting 26 principal components making up 80% of the variance.

2022-09-02 00:03:52,415 | INFO | Best parameter set: {'alpha': 0.8, 'gamma': 0, 'lambda': 1, 'max_depth': 2, 'n_estimators': 6, 'subsample': 1}

2022-09-02 00:03:52,415 | INFO | Best MCC score: 0.103

2022-09-02 00:03:52,451 | INFO | Training Accuracy: 0.931, Training MCC: 0.885, Validation Accuracy: 0.600, Validation MCC: 0.296, Fold: 1
2022-09-02 00:03:52,463 | INFO | Training Accuracy: 0.931, Training MCC: 0.882, Validation Accuracy: 0.533, Validation MCC: 0.157, Fold: 2
